"RelativePath","SHA256","ProjectOwner","GeneratedUtc"
"evidence/phase-2-identity-validation.md","61E91473E681B79C92A104BEC238E13ED1A9B19ECFE04B7F45C5DBBCFD46E66E","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/phase-3-endpoint-validation.md","51DD22C3CB6F09FFB38E7A6E9C0E9430387C3810A2E361E67883CC5B8B63E4A2","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/phase-4-ticketing-validation.md","B94E677A202A48CDBD980B5CD5253A48CFA7FF8FC33FE58C5335E9E751EAB526","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/phase-5-automation-validation.md","0D0393E514A32A4751030DAF511BBBD39EDDF51A8A39E883BBEFA065D1C1E94B","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/phase-6-metrics-validation.md","8B9FD0894B77F421CAB6FC64AFF37B7581957925E7D26E3EAF0D80D2A58B54ED","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/phase-7-repository-validation.md","45F22C006E879FEA5F5E9A8C2D3028D78312293684CF6C2AA050C0585921CBCB","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/README.md","62CD63006819CA55CACE7B9966C0B3462EDF36A46BF92D1777D8643205156033","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/senior-audit-validation.md","DD9883576E82929BFE04353C9D8A3CE4CFA33AB73D74B44DF627A43647DA8715","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"evidence/ticket-sla-report.csv","53F45E1D377DCD0B8E0DE9C6841F582D6EC9A5490F8351BBE5D4CC2ED5442198","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"interview-preparation/demonstration-guide.md","92EAC5DDB03B7F2C60A7F9B1C1C6AB1D87B1B34717FF9DCCD3A28B40692DE9A3","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"interview-preparation/personal-ownership.md","884BFEEEC88C7BF311FF79ECA22092D68C0A71A39DC5C87D36DD9D89A6C1518A","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"interview-preparation/README.md","B7E831EFCB2D7FC41B78573036895CF4DC91D362C2E4978E316A1B7C847A966E","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-ENDPOINT-001-non-compliant-device.md","AD5C52DDAEA05FB95156BF91B7051234F456DAFDB75599802130CEED45675D8D","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-ENDPOINT-002-approved-application.md","B2DF28E0112A1B902C339DF1547E4923380D283B54DE9993A99D13D67A4FAF1F","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-IDENTITY-001-account-lockout.md","9FCEAB2400306E749EEBFAF4295FBDCB98F280B4F2748263B9D79AA41E7114D8","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-IDENTITY-002-mfa-recovery.md","DD3B8D0130277510761C5BDCD3B5D03349C7A334443A6C17A278B00868A31215","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-IDENTITY-003-access-review.md","2A54798184CDEFD922D259112C266D095F1BE221B1D8FF0337F8DA5FF00BA8C1","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-LIFECYCLE-001-onboarding.md","A19774C545AD58148641675E93EB9229E4FC08EFD73001A2373672E60A55822F","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-LIFECYCLE-002-urgent-offboarding.md","05F86C903A9C2A988B41BCF04A372219ECD9C6834E0D71E353B23BA6367DAE6F","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-MAJOR-INCIDENT-001-service-outage.md","95B27EBE7D106585B3493ED706DA0220DF1CC42EAB8F59262AE56A3B4F2E7FF1","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-NETWORK-001-dns-resolution.md","46629ED4813D472896CAA97822A30EA10535E68696A383EE4127FBCEB858C19F","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/KB-NETWORK-002-vpn-failure.md","053FA13488CA3FAC719C95DCEDAE7DE95C7A07AEF17C98A224F00C31D4EA8769","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"knowledge-base/README.md","1BDF657561598C8D012856730A565BDF6BD1515862DB4AA1313A876EAF17F4BC","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"LICENSE","999CEF7DA7EE77916C9DA445DB918F414E84CBA1B1B75CCBC29D72F60287E44D","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Get-DiskSpaceReport.ps1","353DCD5B91B720AA69BADF0503360375DBC77017D1C0A405DA46A76E813EA4D9","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Get-EndpointHealthReport.ps1","23DBB0CF9C078F90B35B89C267F1907E743809865E48DE2040524CC9CDEF84AE","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Get-EndpointInventory.ps1","DBD75848A4836DFA1A00CB43615DC0E726559D245A170599A13EC9F6BB38EE90","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Get-ServiceHealthReport.ps1","E4D3FC6F04FBA4882F6A3619670C9A8486235F070B30785C4E6996FE3AB5C758","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Invoke-IdentityLifecycleSimulation.ps1","02302FA7224D9876A6479570C0C939460E27C60CFD8C3775837E93060F086EF8","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Measure-TicketSla.ps1","F53A764EB686866D42CC3C6D0BC2DEED446ED124AF4A7B9A082EC084F5280444","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/New-LabMetricsReport.ps1","B7340327B4CC898700BC0E886309C2B56DF7A61B9E147C7D04C5EA07B806842F","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/New-ProvenanceManifest.ps1","641187CE47E304412350C4096F384FEACC6F2C2F3CC495BB0BBD4C5B5C34A902","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/README.md","97F152FC9B8AE555A89F76523705B176E39B6E7339496F9C1CA092841122BD11","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Test-NetworkDiagnostics.ps1","E37308E0E97C48C1C5719E813D193D8E10E28A05F44C51871BD289D2CEC3A965","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"powershell/Test-ProvenanceManifest.ps1","0E142B1338A243AE9E75040F128AED71C9CADDA04DA1CA663206B0E1880B2861","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"README.md","D5A70F788217608E543C3E00F94280042E1685B44AD5224FC6E855883DB31347","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/dashboard.md","75D6A5914F87B79FA5A2C835289B18CD1197EE38E279E1665817167E37528311","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/lab-metrics.csv","95E8D4A714F60B5BA84A211D519F982A7167AB7EF8B684C5D1F5CA443A082103","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/lab-metrics.json","1A06E3BCEA8ABEA8AB3A076EA76E8A94372EE434E3F63910A8C8B9FB09E9873E","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/metrics-methodology.md","FFBC938C1989BB46DB2A782C2EDB774D69EEB2500CD4A3A1DB6320472E897A42","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/README.md","DE3967093497A51C523047B49A2A8D360AC429124E1D0CE46EE9D4CDD478A7F9","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"reports/senior-cold-audit.md","F77C803E950D5C326A7C677CFB6AF4D3A6D5E2BE83E3B203285FE60F62C42097","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"runbooks/endpoint-support.md","D3E3850F4446F56E46C4643F64E3954615BBD917FFC213A1CED725223C13E3B0","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"runbooks/joiner-mover-leaver.md","EF565A152770162BBCF73F2CD7E35A41113298C35E9EDBA3F2126A26A5177A46","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"runbooks/lost-device.md","4DEB14E86EC2B867ADE4F32A1EA6B12B01F994989F6D96B389AAD71325F65AB1","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"runbooks/README.md","CD4CBF8D590E682B044188D7BB1D7CA85EE35FE84C01121F84E972EE67EF88D4","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"SECURITY.md","A64943FAA773E1C313E81862E5E7EE6079B2DA89F3FC0B0EE7AF23F2141C102A","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/Automation.Tests.ps1","BB487A5FA7758AADCA8934445573E9253126E0D1B8CD08B64C2635B40B358497","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/EndpointHealth.Tests.ps1","A3DE808E0AEDAEF3C3D0C0CFE06EEAFBBFB659AF911A54F9F1069F4A6579B1CF","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/IdentityLifecycle.Tests.ps1","F511C29EE5A77DA033F82091200BD49F1B4AA1873694B9243A9C9B1F157CA81B","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/Metrics.Tests.ps1","57A37393C353011B048D48CE89F85BDCF3D2413529878E987B140DAECC44FC65","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/Provenance.Tests.ps1","E30B2B6D29601A664FC06A2BBE063067FF20FE5AAFDCDE52018CB8F93CBA7C67","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/README.md","224A63B546925C44801DF623C93DC82B7AEBC0F0B0B7F8525B21C9EEA138DE63","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tests/TicketSla.Tests.ps1","7C9B27B68005D77CAC1AE4EFF604AAD8E785130A19CFA5A48E1AEE0B37B215A9","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tickets/README.md","6F2A5FB1BB135F3EDE8D603173D85BCCE8CFBACB7A4BD796B7D0804C1033EED9","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
"tickets/tickets.json","2289F8792443C081179281537CB2DFC3F7573135F10C604D35140C727F6BF1C8","Alex S Beirigo","2026-08-09T10:34:08.2399730Z"
